rank,path,size_bytes,size_mib,file_type,git_status,category,sha256,referenced_by
222,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FTL_005.jpg,2174293,2.074,image,ignored,ARCHIVE_RND,0a356449483e4d4ba697293de0ca8bbc18fb3ab15cc2d782896b213bee212534,
223,out/tissue_box_front_only_val_predictions_ids/tissue_FTL_005.jpg,2173369,2.073,image,ignored,SAFE_DELETE_CANDIDATE,274f1e5daafac727550d49c9e0b4a98f53803c5356d6b010a894dc52ae5d3e51,
224,out/tissue_box_front_24_sanitized/verification/tissue_F_005_verified.jpg,2173139,2.072,image,ignored,ARCHIVE_RND,99ba8987aa7f92d8ad8af4f7a89c887bd6039bbcfee42d94b3c483d38b9bc2e7,
225,out/tissue_box_front_24_sanitized/verification/tissue_FTR_001_verified.jpg,2170474,2.07,image,ignored,ARCHIVE_RND,32adcceb0482a260aed4b71b700a102e346e80929319134704f42659d0ef7ba3,
226,out/tissue_box_front_only_val_predictions_max1/tissue_FTL_005.jpg,2170160,2.07,image,ignored,SAFE_DELETE_CANDIDATE,0807e14afbd0b7af340330ca3a0ba4ba450d34132505d43dc95eaa6199828679,
227,out/tissue_box_front_24_sanitized/verification/tissue_FTL_005_verified.jpg,2170049,2.07,image,ignored,ARCHIVE_RND,a776ae3ac72e50fb01083e2776eedf0425d934cfdeba89a937506456abecc943,
228,out/object_anchor_world/20260728_120922/object_anchor_world_frames.csv,2164227,2.064,tabular_result,ignored,ARCHIVE_RND,9fa13e69ba0c65d454f1b16534784c891181d6571d7e6ce5c348b5f7113e500b,
229,out/tissue_box_init_sanitized/dataset/images/train/tissue_box_right.jpg,2134778,2.036,image,ignored,ARCHIVE_RND,00b8b7ce396130effa6c967528eef7e1853bb74ae7b7f8cf1b9c693af7c0fa9a,
230,out/tissue_box_init_sanitized/dataset/images/train/tissue_box_back.jpg,2133938,2.035,image,ignored,ARCHIVE_RND,4918b0f42bc7795baa1dac6bb937a0794005de3604b7a493c6e7b4a9f5dae3e9,
231,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FDR_002.jpg,2128096,2.03,image,ignored,ARCHIVE_RND,2182d07f18546e3ce1dd1219210602af3cb78565aaa3265412307067b641f47c,
232,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTL_005.jpg,2121378,2.023,image,ignored,ARCHIVE_RND,996c79d54fc745cfbca8463e79dd8bc032cca00988c293b738e365f37cc3585d,
233,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTR_001.jpg,2118822,2.021,image,ignored,ARCHIVE_RND,39d3f6b2df7dd754d503facd3cbaf7e451f9429398f5cb13a49d95c54884d5c8,
234,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FDR_003.jpg,2112814,2.015,image,ignored,ARCHIVE_RND,12bf018cd189855763845b73dc913b64e1ebd009fe31ee24eeff7c482a83ba2b,
235,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_F_004.jpg,2112304,2.014,image,ignored,ARCHIVE_RND,1db8e5e89a7991845efafb7a37363696d0ee44d85a5c9a3a5dbe1d2164dd3324,
236,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FDR_004.jpg,2111445,2.014,image,ignored,ARCHIVE_RND,c56f2c711a928ba9c109527df2e53cda2ab47997f58e2b296d7b5fd744916b76,
237,out/tissue_box_front_24_sanitized/verification/tissue_FDR_003_verified.jpg,2103996,2.007,image,ignored,ARCHIVE_RND,f513966b5f9d930bca50d74acf50325ee08b582c957785c3da25b1dcae2758d7,
238,out/tissue_box_front_24_sanitized/verification/tissue_FDR_004_verified.jpg,2099769,2.002,image,ignored,ARCHIVE_RND,54f357b7f1483dd8f351b94e379ebbe8376058e82e990420146e4953111ff107,
239,.venv/Lib/site-packages/av.libs/libdav1d-a0d98444b383532d77134e957cef3bfd.dll,2088448,1.992,dll,ignored,SAFE_DELETE_CANDIDATE,063f02f9351d2e68db5ffdd49920c49f83045eec2c0509abe9d8457b99bcf322,
240,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FTR_004.jpg,2084953,1.988,image,ignored,ARCHIVE_RND,b0655e3e11a0e1e02e5708ab1e0b00bc123fa7b2b11b6a692cabad6f817f1ac5,
241,out/tissue_box_front_24_sanitized/verification/tissue_FTR_004_verified.jpg,2082089,1.986,image,ignored,ARCHIVE_RND,0bf71897e90b380e042a280a8922d1e0e547874904abdfdbc01b3e28a216fe55,
242,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FDR_003.jpg,2059434,1.964,image,ignored,ARCHIVE_RND,3af3ef847982cb2a9ca528efeb7471d3b97b6f4b95eecfb90b234f4cac781a6d,
243,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FDR_004.jpg,2057525,1.962,image,ignored,ARCHIVE_RND,02446c081f70326f3e43995534c5baa7251e8804f8642c1f4c77fb0a90862922,
244,out/tissue_box_front_24_sanitized/verification/tissue_FTL_002_verified.jpg,2046303,1.952,image,ignored,ARCHIVE_RND,7a22cc725c75176e998f2cfa8c90b8c7bec5107e5678a0b7cd1d5260491e8c2a,
245,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FTL_002.jpg,2043573,1.949,image,ignored,ARCHIVE_RND,511ee476bbd8ffe8c7a294bc0bbc420b9a21624dc8170ea6ad623f51f27d8636,
246,out/tissue_box_init_sanitized/dataset/images/train/tissue_box_front.jpg,2029939,1.936,image,ignored,ARCHIVE_RND,93f67b8be7c8e222f75626df66a9bf414b91060d6cbfe3bef43f6e30eb8bcf44,
247,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_F_002.jpg,2010975,1.918,image,ignored,ARCHIVE_RND,2b33246579e74569a9becc8ff3cf5ba5978b5c1a0fbbee166f0d1587bd310f02,
248,out/tissue_box_front_24_sanitized/verification/tissue_F_002_verified.jpg,1977618,1.886,image,ignored,ARCHIVE_RND,31b02ac4a195019ad1b55e9c4b79fdf9b91925db42f435d81f40883c23c8b746,
249,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_F_004.jpg,1930720,1.841,image,ignored,ARCHIVE_RND,3cf6c03d3b5425e65abbcb15efcfcb53749ba4a5237d8a34a7c8a5deff1df9d6,
250,out/object_anchor_preview/20260728_120922/preview_frames.csv,1898361,1.81,tabular_result,ignored,ARCHIVE_RND,dfbc03c80c781f11041ca03cc55c2b98991026a4341c346b185f8783d9a67410,
251,out/tissue_box_front_24_sanitized/verification/tissue_F_004_verified.jpg,1896048,1.808,image,ignored,ARCHIVE_RND,ec038f8c53f43fde02be696080df8e2e309edf4941274f73d95af8e73981bdd5,
252,.venv/Lib/site-packages/fontTools/misc/bezierTools.c,1877361,1.79,c,ignored,SAFE_DELETE_CANDIDATE,c562b2e556638fb17d0dc684af6684425a61d150b6e05a681c579de68f4f2ad6,
253,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTR_004.jpg,1848108,1.762,image,ignored,ARCHIVE_RND,8bf9c70e2779d1369d256e72640643aeb701139593966796752e8e67fd411a1d,
254,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTL_002.jpg,1809884,1.726,image,ignored,ARCHIVE_RND,5827766cb907eb90cd5860741ce3023127cb9d06b557c90a5936a19dff99120d,
255,.venv/Lib/site-packages/torch/include/ATen/VmapGeneratedPlumbing.h,1803730,1.72,h,ignored,SAFE_DELETE_CANDIDATE,0efc68cc2253c0bd284931b3be61bbe65fded868caadefe4d8d187bef27be621,
256,out/object_anchor_pilot/regression_pilot/overlays/tissue_FTR_005.jpg,1794224,1.711,image,ignored,ARCHIVE_RND,b8eca13707273d92f7baf977356c5c98fa7b945c4605ff5975ce1806387f0bb5,
257,out/object_anchor_full99/legacy_regression/pilot/overlays/tissue_FTR_005.jpg,1792169,1.709,image,ignored,ARCHIVE_RND,6015c4e417e9bac7563f3a4af6ea7e8a4b14aac5db274d25325aee050e3dc8b2,
258,out/object_anchor_pilot/regression_baseline/overlays/tissue_FTR_005.jpg,1791203,1.708,image,ignored,ARCHIVE_RND,cae28b6a87fac362fb32432c2cec491196247824e5d4701801effeb3cbed3f8e,
259,out/object_anchor_full99/legacy_regression/baseline/overlays/tissue_FTR_005.jpg,1789508,1.707,image,ignored,ARCHIVE_RND,4603041ea614413c30cb279642c5a4438c8fa139389d3607aefe4c30f26f5c9b,
260,out/tissue_box_front_only_val_predictions_ids/tissue_FTR_005.jpg,1763605,1.682,image,ignored,SAFE_DELETE_CANDIDATE,eb0d67337b8efc3fb5d1cb09f63040280fd9366c624f6ee81b8627e23f777789,
261,out/object_anchor_full99/legacy_regression/full99/overlays/tissue_FTR_005.jpg,1734983,1.655,image,ignored,ARCHIVE_RND,a0fbcb68fcd8c714d30ddeb3155d786d874db0e2fb5c2447ba22ff612decf8a8,
262,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FTR_005.jpg,1734236,1.654,image,ignored,ARCHIVE_RND,3c097faf750e339e0cec1936204cf3b6b53340d7da0a3159e74118a568ab06de,
263,out/tissue_box_front_only_val_predictions/tissue_FTR_005.jpg,1734112,1.654,image,ignored,SAFE_DELETE_CANDIDATE,f68ce8490327f812412d690dd0709a98fe0c105def1351c3fb6139633a6c7ccd,
264,out/tissue_box_front_only_val_predictions_max1/tissue_FTR_005.jpg,1734112,1.654,image,ignored,SAFE_DELETE_CANDIDATE,f68ce8490327f812412d690dd0709a98fe0c105def1351c3fb6139633a6c7ccd,
265,out/tissue_box_front_24_sanitized/verification/tissue_FTR_005_verified.jpg,1725209,1.645,image,ignored,ARCHIVE_RND,8b7b39e0140a47aa07088612407b2a76cb57417baa6ab29550699801f08b9b05,
266,out/tissue_box_front_24_sanitized/verification/tissue_FTL_001_verified.jpg,1664627,1.588,image,ignored,ARCHIVE_RND,03c72df035a01c133cb956a45ea69f52675d51b3a97cf61da9ed0777143a630f,
267,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FTL_001.jpg,1656487,1.58,image,ignored,ARCHIVE_RND,1511a58a582361cb18c3d1bc705fc049bc44ffb6062981b896480334ccc74a02,
268,samples/stereo_pairs/left/test_img/3.png,1656061,1.579,image,tracked,KEEP_REPRODUCIBILITY,ee615213cbda1813e633b1708f1182666dd03b5710bfcda74724f5244f415bf5,
269,.venv/Lib/site-packages/scipy/special/_special_ufuncs.cp312-win_amd64.pyd,1631232,1.556,pyd,ignored,SAFE_DELETE_CANDIDATE,17ec72133d7d6cca0eebf5ed41296bde5c6b98fbc344d798bfbe7092b76dc07f,
270,samples/stereo_pairs/right/test_img/3.png,1624778,1.55,image,tracked,KEEP_REPRODUCIBILITY,947d2cdf24ec434e38f0b5ab0b91272a5738155f62c08abe56a27356a8b1a2f0,
271,.venv/Lib/site-packages/torch/lib/libiomp5md.dll,1614184,1.539,dll,ignored,SAFE_DELETE_CANDIDATE,eb14cf741b10a6ca176acded284bff7b069e421f49927e28fef9685c6f62abf3,
272,out/tissue_box_front_24_sanitized/verification/tissue_FTL_003_verified.jpg,1601471,1.527,image,ignored,ARCHIVE_RND,fb26c0038df8f346d62b6527bd51be2f6bcf11b1f4b3ad736c09f24ed2ff9604,
273,out/object_anchor_pilot/label_overlays/legacy_white_background__tissue_FTL_003.jpg,1599116,1.525,image,ignored,ARCHIVE_RND,25ebe5f19ad0e81560e64bad2f04ca99d7655c28cece3ab29bc3bdfee17e415d,
274,out/snapshots/20260710_180835/overlay_rgb/0002_f00189.png,1568861,1.496,image,ignored,ARCHIVE_RND,84387b0647fd997193da64c3cac5439520b4ac653cb2f6464a4a5f266c2581c7,
275,samples/stereo_pairs/right/test_img/2.png,1568356,1.496,image,tracked,KEEP_REPRODUCIBILITY,a845891161248f5af24d91c77fb1a0f0f605a560349f78410cf22d1e1465b1f7,
276,out/snapshots/20260710_180655/overlay_rgb/0001_f00140.png,1553272,1.481,image,ignored,ARCHIVE_RND,c37bb328899fdae094f141767d88028c4a754f9d788f42ef8c5307b92de7f13e,
277,.venv/Lib/site-packages/pygame/SDL2_ttf.dll,1552384,1.48,dll,ignored,SAFE_DELETE_CANDIDATE,fcdfabdfce868eb33f7514025ff59c1bb6c418f1bcd6ace2300a9cd4053e1d63,
278,samples/stereo_pairs/left/test_img/2.png,1549187,1.477,image,tracked,KEEP_REPRODUCIBILITY,66c7730928257768ef0e2f7ce68592838cb6a1801c39fc81b410b94df6dae9fa,
279,out/snapshots/20260710_180835/overlay_rgb/0001_f00171.png,1548860,1.477,image,ignored,ARCHIVE_RND,510c84c6c98399961fe46587ce6641631f943538171f279b2e2c2bfabd91f57d,
280,out/snapshots/20260710_180835/left/0002_f00189.png,1522812,1.452,image,ignored,ARCHIVE_RND,51c236ca8b9ed38a6df6a3a3f39945837b4717b8d548103094e7517f88302dc9,
281,out/snapshots/20260710_180835/left/0001_f00171.png,1519989,1.45,image,ignored,ARCHIVE_RND,8e7979eee6766b28de259cbd8ce17f04bdae29670db983398ac3d1e838e68132,
282,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTR_005.jpg,1507600,1.438,image,ignored,ARCHIVE_RND,64f30a88437f9136f42274599df8ba90e52599daae81ae718d76268063fa465e,
283,out/snapshots/20260710_180655/left/0001_f00140.png,1505112,1.435,image,ignored,ARCHIVE_RND,2472ee400a31a4cd6c8b700959f048780bb42871321a2c658d67626fa3e3d864,
284,.venv/Lib/site-packages/scipy/spatial/_distance_pybind.cp312-win_amd64.pyd,1479168,1.411,pyd,ignored,SAFE_DELETE_CANDIDATE,fc9e3b22242ed6fdcdbbb3e4593fd6de71d5e426d7c34b3fc6c2fdcb9fe1427f,
285,.venv/Lib/site-packages/scipy/special/_ufuncs.cp312-win_amd64.pyd,1433088,1.367,pyd,ignored,SAFE_DELETE_CANDIDATE,ebf3f73317450c1cd2675e70be97837a777d383e0bd89c4c0ccb80a7e0394775,
286,.venv/Lib/site-packages/sympy/polys/benchmarks/__pycache__/bench_solvers.cpython-312.pyc,1429439,1.363,python_cache,ignored,SAFE_DELETE_CANDIDATE,1f767f2f3dc4a72e0a7cc21349a488b40e47a11a1731e6efff8424d41b4106c6,
287,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTL_001.jpg,1426245,1.36,image,ignored,ARCHIVE_RND,cbdcf64ba3df3913d519aa5e2c4e45412e97d3cd23cfeee002be25e833fb1591,
288,.venv/Lib/site-packages/torch-2.11.0.dist-info/RECORD,1408133,1.343,no_extension,ignored,SAFE_DELETE_CANDIDATE,28a2cbd9625ef1090d6bedac24a79c47977670f44c680ed011d4b5b6c9686a5a,
289,.venv/Lib/site-packages/torch/testing/_internal/common_methods_invocations.py,1382286,1.318,python,ignored,SAFE_DELETE_CANDIDATE,036b0cebc6e57d88d7ca6bc5d3e0d6dea1249153a0cc1eff437b1134b9f5e53d,
290,out/tissue_box_front_24_sanitized/dataset/images/train/tissue_FTL_003.jpg,1376171,1.312,image,ignored,ARCHIVE_RND,fe5cd0d7b028a8bbe291fbce1342e91536e0fe03d391a28f72a27b6fc2f23ff1,
291,.venv/Lib/site-packages/av.libs/libxml2-2-a584f2557f7d7b5a8214095b9451bdbf.dll,1324032,1.263,dll,ignored,SAFE_DELETE_CANDIDATE,4f95d11397cff10f87cbe11db87961bbf64dc622407f06468dfd8b183a25fd16,
292,.venv/Lib/site-packages/torch/lib/fmt.lib,1309238,1.249,lib,ignored,SAFE_DELETE_CANDIDATE,23591ee18dfde713e1ab4fdd854c3a6efdc9a988e601ef60e3e25cd0b697b433,
293,.venv/Lib/site-packages/scipy/special/tests/data/boost.npz,1270643,1.212,npz,ignored,SAFE_DELETE_CANDIDATE,f56f6ea894cfe59eda276ddc6ab45a9174b015612de71ffa443bec23dfeb030f,
294,.venv/Lib/site-packages/scipy/stats/_unuran/unuran_wrapper.cp312-win_amd64.pyd,1263104,1.205,pyd,ignored,SAFE_DELETE_CANDIDATE,0fa37baccdf82b8edcaccd8dd133333b581ed6db6d5b945e336ea09c532ec36b,
295,.venv/Lib/site-packages/torch/_C/_VariableFunctions.pyi,1243743,1.186,pyi,ignored,SAFE_DELETE_CANDIDATE,bbdf669d3f2497d397ec48f2f7aea99341a7a6bc152bbe2ae7096240f11d5d41,
296,.venv/Lib/site-packages/torch/_VF.pyi,1243743,1.186,pyi,ignored,SAFE_DELETE_CANDIDATE,bbdf669d3f2497d397ec48f2f7aea99341a7a6bc152bbe2ae7096240f11d5d41,
297,.venv/Lib/site-packages/scipy/linalg/_batched_linalg.cp312-win_amd64.pyd,1165824,1.112,pyd,ignored,SAFE_DELETE_CANDIDATE,3291596e2033faff7f45b0c2caa480168f49851843a01ec2cd3ebabc2363b646,
298,.venv/Lib/site-packages/scipy/interpolate/_rbfinterp_pythran.cp312-win_amd64.pyd,1150976,1.098,pyd,ignored,SAFE_DELETE_CANDIDATE,7594b79f92db928aaf3f43e0ac75c95d6c843367dd91b3820eff23f5d4609271,
299,.venv/Lib/site-packages/av.libs/libiconv-2-a9598045862e058f4dac97a1ce46f839.dll,1116160,1.064,dll,ignored,SAFE_DELETE_CANDIDATE,abe0d47cd675a26e8df49e018ace24eee04aa2eeecc85583c12cc63c0737df76,
300,.venv/Lib/site-packages/torch/lib/c10.dll,1088000,1.038,dll,ignored,SAFE_DELETE_CANDIDATE,e1e49baf873f1ebafdc1eaab6f3a092a0eb35cb5f946ff8a64861796bd4b7dc7,
301,out/object_anchor_world/20260728_113229/object_anchor_world_frames.csv,1083837,1.034,tabular_result,ignored,ARCHIVE_RND,c7b2e430e408032437e0b8c7230bb9f7ab8261f360c1b2836dc2a5d24b24a8b5,
302,.venv/Lib/site-packages/scipy/stats/_qmc_cy.cp312-win_amd64.pyd,1068032,1.019,pyd,ignored,SAFE_DELETE_CANDIDATE,24873b250faf1e09429eb67bc0e76ebfd86bfc9ae8228837a896dc89b83391e9,
303,.venv/Lib/site-packages/torch/testing/_internal/__pycache__/common_methods_invocations.cpython-312.pyc,1049233,1.001,python_cache,ignored,SAFE_DELETE_CANDIDATE,61557dff7aabe3629bcfcc9606a8821da6127b05396a572e11d055daf85ab8aa,
